Video_ID,Number_frames,Label,Split_type
15__kitchen_still_actors,101,0,Train
423Deepfakes,101,1,Train
338Deepfakes,101,1,Train
227youtube,101,0,Train
065Deepfakes,101,1,Train
858Deepfakes,101,1,Train
565youtube,101,0,Train
640youtube,101,0,Train
817Deepfakes,101,1,Train
307youtube,102,0,Train
07__outside_talking_still_laughing_actors,101,0,Train
090youtube,101,0,Train
096Deepfakes,101,1,Train
623Deepfakes,101,1,Train
943FaceShifter,101,1,Train
842youtube,101,0,Train
265youtube,101,0,Train
429Deepfakes,101,1,Train
434youtube,101,0,Train
565FaceShifter,101,1,Train
06__hugging_happy_actors,101,0,Train
552youtube,101,0,Train
01__exit_phone_room_actors,101,0,Train
586youtube,101,0,Train
13_15__exit_phone_room__X0EIIJF7_deepfakedetection,101,1,Train
941FaceSwap,101,1,Train
962Deepfakes,101,1,Train
844youtube,101,0,Train
082Deepfakes,101,1,Train
747Face2Face,101,1,Train
372youtube,101,0,Train
155FaceSwap,101,1,Train
166Deepfakes,101,1,Train
853Deepfakes,101,1,Train
005youtube,101,0,Train
476FaceSwap,101,1,Train
578Deepfakes,101,1,Train
376FaceSwap,101,1,Train
159Deepfakes,101,1,Train
605FaceSwap,101,1,Train
14__walking_and_outside_surprised_actors,101,0,Train
225FaceShifter,101,1,Train
17__walk_down_hall_angry_actors,101,0,Train
901FaceShifter,101,1,Train
696youtube,101,0,Train
376Deepfakes,101,1,Train
541youtube,101,0,Train
523Deepfakes,101,1,Train
644youtube,101,0,Train
411Deepfakes,101,1,Train
17__walking_down_indoor_hall_disgust_actors,101,0,Train
688Face2Face,101,1,Train
13__secret_conversation_actors,101,0,Train
872Deepfakes,101,1,Train
398youtube,102,0,Train
21_09__kitchen_still__PF4WD2KJ_deepfakedetection,101,1,Train
574Deepfakes,101,1,Train
225youtube,101,0,Train
623youtube,76,0,Train
23__podium_speech_happy_actors,101,0,Train
658youtube,101,0,Train
278FaceSwap,101,1,Train
141youtube,101,0,Train
552youtube,101,0,Train
02__walking_down_street_outside_angry_actors,56,0,Train
675Deepfakes,101,1,Train
374youtube,101,0,Train
243youtube,101,0,Train
431youtube,101,0,Train
14_02__podium_speech_happy__3IUBEKCT_deepfakedetection,101,1,Train
455FaceShifter,101,1,Train
167Deepfakes,101,1,Train
11__kitchen_still_actors,101,0,Train
077Deepfakes,101,1,Train
12_15__hugging_happy__N0SRODQD_deepfakedetection,101,1,Train
338youtube,102,0,Train
14__talking_angry_couch_actors,101,0,Train
926youtube,101,0,Train
547Face2Face,101,1,Train
987youtube,101,0,Train
245youtube,101,0,Train
911youtube,101,0,Train
909youtube,102,0,Train
478FaceShifter,101,1,Train
415youtube,101,0,Train
066Deepfakes,101,1,Train
124Deepfakes,58,1,Train
27__walking_down_street_outside_angry_actors,93,0,Train
741youtube,101,0,Train
470youtube,101,0,Train
307Deepfakes,101,1,Train
678Face2Face,101,1,Train
432Deepfakes,101,1,Train
983youtube,101,0,Train
616Deepfakes,101,1,Train
619youtube,101,0,Train
740youtube,101,0,Train
06_27__hugging_happy__S3T7SK9O_deepfakedetection,101,1,Train
770Deepfakes,101,1,Train
254youtube,101,0,Train
26__podium_speech_happy_actors,101,0,Train
492youtube,101,0,Train
607Deepfakes,101,1,Train
255Face2Face,101,1,Train
634Deepfakes,101,1,Train
26_18__kitchen_still__UMEX6HWU_deepfakedetection,101,1,Train
174FaceSwap,101,1,Train
03_15__exit_phone_room__GZNLO4X9_deepfakedetection,101,1,Train
373youtube,101,0,Train
461Face2Face,101,1,Train
178youtube,101,0,Train
939Face2Face,101,1,Train
20__walking_down_indoor_hall_disgust_actors,101,0,Train
688youtube,101,0,Train
02_15__kitchen_still__I8G2LWD1_deepfakedetection,101,1,Train
858FaceShifter,101,1,Train
18_02__secret_conversation__B95S4G6F_deepfakedetection,101,1,Train
15__hugging_happy_actors,101,0,Train
820youtube,101,0,Train
787youtube,101,0,Train
594youtube,102,0,Train
442youtube,101,0,Train
546FaceSwap,101,1,Train
630FaceShifter,101,1,Train
485youtube,101,0,Train
730youtube,102,0,Train
22_19__kitchen_still__VK6BF5NV_deepfakedetection,101,1,Train
414FaceShifter,101,1,Train
011Deepfakes,101,1,Train
442youtube,101,0,Train
010youtube,101,0,Train
16__hugging_happy_actors,101,0,Train
494Deepfakes,101,1,Train
230Deepfakes,101,1,Train
851Face2Face,101,1,Train
431youtube,101,0,Train
821youtube,101,0,Train
070FaceSwap,101,1,Train
412Deepfakes,101,1,Train
292youtube,101,0,Train
144FaceShifter,101,1,Train
941FaceSwap,101,1,Train
207Deepfakes,101,1,Train
686youtube,101,0,Train
250Face2Face,101,1,Train
218Deepfakes,101,1,Train
290Face2Face,101,1,Train
525youtube,101,0,Train
412FaceSwap,101,1,Train
13_20__talking_against_wall__43KAHOT2_deepfakedetection,101,1,Train
110youtube,101,0,Train
10__podium_speech_happy_actors,61,0,Train
595Face2Face,101,1,Train
299Deepfakes,101,1,Train
549youtube,101,0,Train
154Face2Face,101,1,Train
007youtube,101,0,Train
229FaceShifter,101,1,Train
03_06__walking_down_street_outside_angry__1IXGY2FK_deepfakedetection,101,1,Train
416Face2Face,101,1,Train
547Face2Face,101,1,Train
264youtube,101,0,Train
117youtube,101,0,Train
12__kitchen_still_actors,101,0,Train
15_21__exit_phone_room__JDPD580N_deepfakedetection,101,1,Train
096youtube,101,0,Train
514Deepfakes,101,1,Train
612youtube,101,0,Train
890youtube,101,0,Train
812Deepfakes,101,1,Train
443Deepfakes,101,1,Train
870youtube,101,0,Train
04__outside_talking_still_laughing_actors,101,0,Train
471youtube,101,0,Train
241Face2Face,101,1,Train
319youtube,101,0,Train
529Deepfakes,101,1,Train
03_15__walking_down_indoor_hall_disgust__OY4I7ZU8_deepfakedetection,101,1,Train
462FaceShifter,88,1,Train
136FaceShifter,101,1,Train
986youtube,101,0,Train
562Deepfakes,101,1,Train
736Deepfakes,101,1,Train
14_02__podium_speech_happy__3IUBEKCT_deepfakedetection,101,1,Train
287youtube,101,0,Train
519Deepfakes,101,1,Train
845Face2Face,101,1,Train
986youtube,101,0,Train
22__walk_down_hall_angry_actors,101,0,Train
03__walking_down_street_outside_angry_actors,99,0,Train
22__outside_talking_still_laughing_actors,101,0,Train
298Deepfakes,101,1,Train
158Face2Face,101,1,Train
557FaceShifter,101,1,Train
297youtube,101,0,Train
843Deepfakes,101,1,Train
492youtube,101,0,Train
237Deepfakes,101,1,Train
694youtube,101,0,Train
035Deepfakes,101,1,Train
435youtube,101,0,Train
19__outside_talking_still_laughing_actors,101,0,Train
996Deepfakes,101,1,Train
170Deepfakes,98,1,Train
044youtube,101,0,Train
27__walking_down_street_outside_angry_actors,93,0,Train
316youtube,101,0,Train
357Face2Face,101,1,Train
117youtube,101,0,Train
730Deepfakes,101,1,Train
02__talking_angry_couch_actors,101,0,Train
746Deepfakes,101,1,Train
291Deepfakes,101,1,Train
021Deepfakes,101,1,Train
155youtube,101,0,Train
791youtube,101,0,Train
01__podium_speech_happy_actors,101,0,Train
448Deepfakes,101,1,Train
15__walking_outside_cafe_disgusted_actors,41,0,Train
764youtube,102,0,Train
07_09__outside_talking_still_laughing__N9CWME71_deepfakedetection,101,1,Train
374youtube,101,0,Train
965Deepfakes,101,1,Train
368Deepfakes,101,1,Train
843youtube,101,0,Train
07__kitchen_still_actors,101,0,Train
482FaceSwap,101,1,Train
309youtube,102,0,Train
902FaceSwap,101,1,Train
555Deepfakes,101,1,Train
202FaceShifter,101,1,Train
977Deepfakes,101,1,Train
352Deepfakes,101,1,Train
165youtube,101,0,Train
741Deepfakes,101,1,Train
615FaceShifter,101,1,Train
090youtube,101,0,Train
178youtube,101,0,Train
999youtube,101,0,Train
703youtube,101,0,Train
02_15__kitchen_still__I8G2LWD1_deepfakedetection,101,1,Train
166youtube,102,0,Train
707youtube,101,0,Train
06__kitchen_still_actors,101,0,Train
438Deepfakes,101,1,Train
802youtube,101,0,Train
016FaceShifter,101,1,Train
931youtube,102,0,Train
610Deepfakes,101,1,Train
422Deepfakes,101,1,Train
654youtube,101,0,Train
747youtube,101,0,Train
607youtube,101,0,Train
589Deepfakes,101,1,Train
03__outside_talking_still_laughing_actors,101,0,Train
460Deepfakes,101,1,Train
096youtube,101,0,Train
13_27__talking_against_wall__A1OSUJE9_deepfakedetection,101,1,Train
142Deepfakes,89,1,Train
464youtube,101,0,Train
481FaceShifter,101,1,Train
518youtube,101,0,Train
628youtube,101,0,Train
249Face2Face,101,1,Train
253youtube,101,0,Train
27__outside_talking_still_laughing_actors,90,0,Train
802youtube,101,0,Train
22__exit_phone_room_actors,101,0,Train
063Face2Face,101,1,Train
886Deepfakes,101,1,Train
24__walking_down_street_outside_angry_actors,101,0,Train
803Deepfakes,101,1,Train
05__outside_talking_still_laughing_actors,101,0,Train
242Deepfakes,101,1,Train
858Deepfakes,101,1,Train
106Deepfakes,101,1,Train
790Deepfakes,101,1,Train
663youtube,101,0,Train
887Deepfakes,101,1,Train
616youtube,101,0,Train
127Deepfakes,101,1,Train
318Deepfakes,101,1,Train
27__outside_talking_still_laughing_actors,90,0,Train
880FaceSwap,101,1,Train
25_09__walking_outside_cafe_disgusted__ODAQ7BZL_deepfakedetection,101,1,Train
902youtube,101,0,Train
750youtube,101,0,Train
822FaceSwap,101,1,Train
606youtube,101,0,Train
786youtube,101,0,Train
212Deepfakes,101,1,Train
666Face2Face,101,1,Train
916youtube,101,0,Train
443youtube,101,0,Train
111youtube,101,0,Train
928youtube,101,0,Train
288FaceSwap,101,1,Train
496youtube,101,0,Train
973youtube,101,0,Train
02__walking_and_outside_surprised_actors,101,0,Train
200youtube,101,0,Train
316youtube,101,0,Train
295youtube,101,0,Train
666Face2Face,101,1,Train
09_18__outside_talking_pan_laughing__3VP8836C_deepfakedetection,58,1,Train
613Deepfakes,101,1,Train
021youtube,101,0,Train
09__outside_talking_still_laughing_actors,101,0,Train
955youtube,101,0,Train
03_18__walking_outside_cafe_disgusted__UEC1BI8E_deepfakedetection,101,1,Train
034youtube,101,0,Train
510Deepfakes,101,1,Train
05__talking_against_wall_actors,101,0,Train
996youtube,102,0,Train
661youtube,101,0,Train
781Deepfakes,101,1,Train
638youtube,101,0,Train
363FaceShifter,101,1,Train
570youtube,101,0,Train
879FaceSwap,101,1,Train
912Deepfakes,101,1,Train
487youtube,101,0,Train
330Deepfakes,101,1,Train
193youtube,101,0,Train
474youtube,101,0,Train
261youtube,101,0,Train
12_03__outside_talking_still_laughing__D7G6YJON_deepfakedetection,101,1,Train
368youtube,101,0,Train
471Deepfakes,101,1,Train
155Deepfakes,101,1,Train
08__outside_talking_still_laughing_actors,101,0,Train
651youtube,101,0,Train
842youtube,101,0,Train
933youtube,101,0,Train
186Deepfakes,101,1,Train
221Deepfakes,101,1,Train
869Deepfakes,101,1,Train
780FaceSwap,101,1,Train
807Deepfakes,101,1,Train
658youtube,101,0,Train
629youtube,76,0,Train
262Deepfakes,101,1,Train
548FaceShifter,101,1,Train
18__exit_phone_room_actors,41,0,Train
036youtube,101,0,Train
992Deepfakes,101,1,Train
479Deepfakes,101,1,Train
599youtube,101,0,Train
451youtube,101,0,Train
546Deepfakes,101,1,Train
519Deepfakes,101,1,Train
565youtube,101,0,Train
15_03__kitchen_pan__DG8ITQO3_deepfakedetection,69,1,Train
353youtube,102,0,Train
022youtube,101,0,Train
712Face2Face,101,1,Train
22_19__kitchen_still__VK6BF5NV_deepfakedetection,101,1,Train
144FaceShifter,101,1,Train
26_18__walk_down_hall_angry__UMEX6HWU_deepfakedetection,101,1,Train
24__kitchen_still_actors,101,0,Train
02__kitchen_still_actors,101,0,Train
11_01__talking_against_wall__EKE2KNRE_deepfakedetection,101,1,Train
196FaceSwap,101,1,Train
468youtube,101,0,Train
13__outside_talking_still_laughing_actors,101,0,Train
236youtube,101,0,Train
283youtube,101,0,Train
127youtube,101,0,Train
721youtube,101,0,Train
798Deepfakes,101,1,Train
035Deepfakes,101,1,Train
466Deepfakes,101,1,Train
852Deepfakes,101,1,Train
582Face2Face,101,1,Train
10__kitchen_still_actors,101,0,Train
724youtube,101,0,Train
13__walking_and_outside_surprised_actors,101,0,Train
642FaceShifter,101,1,Train
250Deepfakes,101,1,Train
784youtube,101,0,Train
026FaceShifter,101,1,Train
636Deepfakes,101,1,Train
788Deepfakes,101,1,Train
753youtube,101,0,Train
889FaceSwap,101,1,Train
20_11__walk_down_hall_angry__B2H95QXV_deepfakedetection,101,1,Train
412FaceSwap,101,1,Train
348youtube,101,0,Train
06_11__hugging_happy__C8C4FW99_deepfakedetection,101,1,Train
585youtube,101,0,Train
996FaceShifter,101,1,Train
562Face2Face,101,1,Train
331youtube,102,0,Train
24__talking_against_wall_actors,101,0,Train
514FaceSwap,101,1,Train
701Deepfakes,101,1,Train
967youtube,101,0,Train
868youtube,101,0,Train
607youtube,101,0,Train
758youtube,101,0,Train
858Face2Face,101,1,Train
927youtube,101,0,Train
614FaceShifter,101,1,Train
16_05__walk_down_hall_angry__V7BK27TX_deepfakedetection,101,1,Train
17__podium_speech_happy_actors,101,0,Train
23__hugging_happy_actors,86,0,Train
789youtube,101,0,Train
691Deepfakes,101,1,Train
250youtube,101,0,Train
383FaceSwap,101,1,Train
777youtube,101,0,Train
873youtube,101,0,Train
790Deepfakes,101,1,Train
924youtube,101,0,Train
595youtube,101,0,Train
700youtube,101,0,Train
497youtube,101,0,Train
773Deepfakes,101,1,Train
817FaceShifter,101,1,Train
377youtube,101,0,Train
615youtube,101,0,Train
643Deepfakes,101,1,Train
244youtube,101,0,Train
05__podium_speech_happy_actors,101,0,Train
683youtube,101,0,Train
490youtube,101,0,Train
101Deepfakes,101,1,Train
457Face2Face,101,1,Train
12__kitchen_still_actors,101,0,Train
236youtube,101,0,Train
275Deepfakes,101,1,Train
434Deepfakes,101,1,Train
663Deepfakes,101,1,Train
211Deepfakes,101,1,Train
229Deepfakes,101,1,Train
640youtube,101,0,Train
500youtube,101,0,Train
066youtube,101,0,Train
575FaceSwap,101,1,Train
12_13__talking_against_wall__O3SOWBCU_deepfakedetection,101,1,Train
234youtube,101,0,Train
360youtube,101,0,Train
691youtube,101,0,Train
114Face2Face,101,1,Train
547Face2Face,101,1,Train
447Deepfakes,101,1,Train
736youtube,101,0,Train
19_24__exit_phone_room__QD5K7BP2_deepfakedetection,101,1,Train
691Deepfakes,101,1,Train
173youtube,101,0,Train
979youtube,101,0,Train
710FaceSwap,101,1,Train
693FaceShifter,101,1,Train
567youtube,102,0,Train
13_27__talking_against_wall__A1OSUJE9_deepfakedetection,101,1,Train
777Face2Face,101,1,Train
232youtube,101,0,Train
047youtube,101,0,Train
10__walking_down_street_outside_angry_actors,101,0,Train
329youtube,101,0,Train
384youtube,101,0,Train
414FaceShifter,101,1,Train
816youtube,101,0,Train
318FaceSwap,101,1,Train
035youtube,101,0,Train
643youtube,101,0,Train
207youtube,101,0,Train
363FaceShifter,101,1,Train
008Deepfakes,101,1,Train
20_09__kitchen_pan__MKEWB4SM_deepfakedetection,55,1,Train
880Deepfakes,101,1,Train
087youtube,101,0,Train
01__kitchen_still_actors,101,0,Train
936Deepfakes,101,1,Train
158Face2Face,101,1,Train
900youtube,102,0,Train
419Deepfakes,101,1,Train
221Deepfakes,101,1,Train
228Deepfakes,101,1,Train
465youtube,101,0,Train
27_26__talking_against_wall__IE9N0ZI9_deepfakedetection,101,1,Train
28__secret_conversation_actors,101,0,Train
642FaceSwap,101,1,Train
876youtube,101,0,Train
25_13__outside_talking_pan_laughing__PBM86HKZ_deepfakedetection,80,1,Train
628youtube,101,0,Train
312youtube,101,0,Train
872Deepfakes,101,1,Train
631Deepfakes,101,1,Train
486FaceShifter,101,1,Train
267Deepfakes,101,1,Train
928Face2Face,101,1,Train
307Face2Face,101,1,Train
21_03__outside_talking_still_laughing__YCSEBZO4_deepfakedetection,101,1,Train
857youtube,101,0,Train
17_08__exit_phone_room__CFIY1YEQ_deepfakedetection,101,1,Train
307youtube,102,0,Train
841youtube,101,0,Train
334youtube,101,0,Train
434Deepfakes,101,1,Train
770Face2Face,101,1,Train
305Deepfakes,101,1,Train
606youtube,101,0,Train
822youtube,101,0,Train
12__walking_and_outside_surprised_actors,101,0,Train
23__walking_and_outside_surprised_actors,101,0,Train
466youtube,101,0,Train
773youtube,101,0,Train
781youtube,101,0,Train
324Face2Face,101,1,Train
286youtube,101,0,Train
737youtube,102,0,Train
932Deepfakes,101,1,Train
523Deepfakes,101,1,Train
159youtube,102,0,Train
684youtube,101,0,Train
610youtube,101,0,Train
011FaceShifter,101,1,Train
937FaceShifter,101,1,Train
24__walking_down_street_outside_angry_actors,101,0,Train
193youtube,101,0,Train
178youtube,101,0,Train
199Face2Face,101,1,Train
992youtube,101,0,Train
672youtube,101,0,Train
578Face2Face,101,1,Train
306youtube,101,0,Train
116Face2Face,101,1,Train
875youtube,101,0,Train
411FaceShifter,101,1,Train
441Deepfakes,101,1,Train
181Face2Face,101,1,Train
528FaceSwap,101,1,Train
736Deepfakes,101,1,Train
039youtube,101,0,Train
697youtube,101,0,Train
875Deepfakes,101,1,Train
845FaceShifter,101,1,Train
752youtube,102,0,Train
483youtube,101,0,Train
557youtube,101,0,Train
929FaceSwap,101,1,Train
847youtube,101,0,Train
495youtube,101,0,Train
045Deepfakes,101,1,Train
891youtube,101,0,Train
27__walking_down_indoor_hall_disgust_actors,101,0,Train
326Deepfakes,101,1,Train
01_15__walk_down_hall_angry__02HILKYO_deepfakedetection,101,1,Train
035youtube,101,0,Train
183Deepfakes,101,1,Train
961youtube,101,0,Train
10_19__talking_angry_couch__QNZIMEJH_deepfakedetection,101,1,Train
028Deepfakes,101,1,Train
376Deepfakes,101,1,Train
061youtube,101,0,Train
621youtube,101,0,Train
754Deepfakes,101,1,Train
633Face2Face,101,1,Train
664Deepfakes,101,1,Train
172youtube,101,0,Train
12__talking_against_wall_actors,101,0,Train
869Deepfakes,101,1,Train
23__talking_against_wall_actors,101,0,Train
703FaceShifter,101,1,Train
090youtube,101,0,Train
429FaceSwap,101,1,Train
854Deepfakes,101,1,Train
298youtube,101,0,Train
113youtube,101,0,Train
225FaceShifter,101,1,Train
199Face2Face,101,1,Train
420Deepfakes,101,1,Train
290youtube,101,0,Train
914youtube,101,0,Train
793youtube,101,0,Train
457Face2Face,101,1,Train
06__hugging_happy_actors,101,0,Train
430FaceShifter,101,1,Train
817FaceShifter,101,1,Train
654Deepfakes,101,1,Train
508Deepfakes,101,1,Train
680youtube,101,0,Train
880youtube,101,0,Train
765youtube,101,0,Train
071Deepfakes,101,1,Train
926Deepfakes,101,1,Train
463FaceShifter,101,1,Train
363youtube,101,0,Train
133Face2Face,101,1,Train
11__walking_outside_cafe_disgusted_actors,54,0,Train
807Deepfakes,101,1,Train
06__walk_down_hall_angry_actors,101,0,Train
937Deepfakes,101,1,Train
186youtube,101,0,Train
278Deepfakes,101,1,Train
184youtube,101,0,Train
439FaceShifter,101,1,Train
880youtube,101,0,Train
939youtube,101,0,Train
721Face2Face,101,1,Train
849youtube,101,0,Train
293FaceShifter,101,1,Train
123youtube,101,0,Train
406youtube,101,0,Train
689youtube,101,0,Train
16__walking_and_outside_surprised_actors,101,0,Train
17__walking_down_indoor_hall_disgust_actors,101,0,Train
442FaceShifter,101,1,Train
875youtube,101,0,Train
783FaceSwap,101,1,Train
05__podium_speech_happy_actors,101,0,Train
938Deepfakes,101,1,Train
528youtube,101,0,Train
866youtube,101,0,Train
24__talking_angry_couch_actors,101,0,Train
447Deepfakes,101,1,Train
095FaceSwap,101,1,Train
14_15__exit_phone_room__OMLZILK3_deepfakedetection,101,1,Train
13__walking_down_indoor_hall_disgust_actors,101,0,Train
694Deepfakes,101,1,Train
634Deepfakes,101,1,Train
343youtube,101,0,Train
016youtube,101,0,Train
15_12__walk_down_hall_angry__N0SRODQD_deepfakedetection,101,1,Train
602Deepfakes,101,1,Train
124Deepfakes,58,1,Train
676Deepfakes,101,1,Train
17__exit_phone_room_actors,101,0,Train
434youtube,101,0,Train
061youtube,101,0,Train
342Deepfakes,101,1,Train
558youtube,102,0,Train
719Deepfakes,101,1,Train
363Deepfakes,101,1,Train
017youtube,101,0,Train
790FaceShifter,101,1,Train
499Deepfakes,101,1,Train
545youtube,101,0,Train
109youtube,101,0,Train
585youtube,101,0,Train
068Face2Face,101,1,Train
515youtube,101,0,Train
793Face2Face,101,1,Train
625youtube,101,0,Train
070FaceSwap,101,1,Train
793FaceSwap,101,1,Train
420youtube,101,0,Train
10_22__exit_phone_room__G48B2EQ2_deepfakedetection,101,1,Train
359Face2Face,101,1,Train
538youtube,101,0,Train
011Deepfakes,101,1,Train
144FaceShifter,101,1,Train
303Deepfakes,101,1,Train
956Deepfakes,101,1,Train
397youtube,101,0,Train
26_27__talking_against_wall__IE9N0ZI9_deepfakedetection,101,1,Train
668youtube,101,0,Train
27_01__hugging_happy__ZYCZ30C0_deepfakedetection,101,1,Train
278Deepfakes,101,1,Train
367youtube,101,0,Train
098Face2Face,101,1,Train
511youtube,101,0,Train
08_28__walk_down_hall_angry__GGCUYQA4_deepfakedetection,101,1,Train
533Deepfakes,101,1,Train
939Face2Face,101,1,Train
588youtube,101,0,Train
099Deepfakes,101,1,Train
681FaceShifter,101,1,Train
831youtube,101,0,Train
035youtube,101,0,Train
737Deepfakes,101,1,Train
322FaceShifter,101,1,Train
424youtube,101,0,Train
792youtube,101,0,Train
368Face2Face,101,1,Train
709Deepfakes,101,1,Train
675Deepfakes,101,1,Train
409Deepfakes,101,1,Train
743Deepfakes,101,1,Train
586youtube,101,0,Train
186FaceSwap,101,1,Train
311Face2Face,101,1,Train
193Face2Face,101,1,Train
592Deepfakes,101,1,Train
652youtube,101,0,Train
450FaceShifter,101,1,Train
605Face2Face,101,1,Train
655Deepfakes,101,1,Train
343FaceShifter,101,1,Train
913youtube,101,0,Train
305Face2Face,101,1,Train
518Face2Face,101,1,Train
20_25__walking_down_indoor_hall_disgust__M86GQTHK_deepfakedetection,101,1,Train
421youtube,101,0,Train
518youtube,101,0,Train
01__exit_phone_room_actors,101,0,Train
10_22__talking_angry_couch__X803B18R_deepfakedetection,101,1,Train
720Deepfakes,101,1,Train
936FaceShifter,101,1,Train
666youtube,101,0,Train
991youtube,102,0,Train
976Deepfakes,101,1,Train
03_02__secret_conversation__QH3Y0IG0_deepfakedetection,101,1,Train
392Deepfakes,101,1,Train
068youtube,101,0,Train
525Deepfakes,101,1,Train
649youtube,101,0,Train
15_02__kitchen_still__HTG660F8_deepfakedetection,101,1,Train
993FaceShifter,101,1,Train
387Deepfakes,101,1,Train
614youtube,101,0,Train
525youtube,101,0,Train
998youtube,102,0,Train
901youtube,101,0,Train
042youtube,101,0,Train
228FaceShifter,101,1,Train
017Deepfakes,101,1,Train
03_14__meeting_serious__KJ221YN0_deepfakedetection,101,1,Train
174Deepfakes,101,1,Train
169youtube,101,0,Train
299Face2Face,101,1,Train
134Deepfakes,101,1,Train
297Deepfakes,101,1,Train
433youtube,101,0,Train
888FaceShifter,101,1,Train
346Face2Face,101,1,Train
117Deepfakes,101,1,Train
415youtube,101,0,Train
827Deepfakes,101,1,Train
329FaceShifter,101,1,Train
152youtube,101,0,Train
652Deepfakes,101,1,Train
984FaceShifter,101,1,Train
043youtube,101,0,Train
191FaceShifter,101,1,Train
185Deepfakes,101,1,Train
25_02__secret_conversation__Z7FQ69VP_deepfakedetection,101,1,Train
270FaceShifter,101,1,Train
331Deepfakes,101,1,Train
676FaceShifter,101,1,Train
557Deepfakes,101,1,Train
134youtube,101,0,Train
990FaceShifter,101,1,Train
429Deepfakes,101,1,Train
131youtube,101,0,Train
460youtube,101,0,Train
755youtube,102,0,Train
209youtube,101,0,Train
104Deepfakes,101,1,Train
115youtube,101,0,Train
234youtube,101,0,Train
26__kitchen_still_actors,101,0,Train
27__meeting_serious_actors,101,0,Train
616Deepfakes,101,1,Train
566FaceSwap,101,1,Train
605youtube,101,0,Train
845FaceShifter,101,1,Train
487Deepfakes,101,1,Train
374FaceSwap,101,1,Train
383youtube,101,0,Train
552FaceShifter,101,1,Train
761FaceShifter,101,1,Train
066Deepfakes,101,1,Train
729youtube,101,0,Train
631youtube,101,0,Train
041FaceSwap,101,1,Train
348youtube,101,0,Train
26_04__talking_against_wall__WX836VLY_deepfakedetection,101,1,Train
482FaceSwap,101,1,Train
020youtube,101,0,Train
713Face2Face,101,1,Train
11__walking_outside_cafe_disgusted_actors,54,0,Train
285Deepfakes,101,1,Train
05_17__hugging_happy__C4VHXZFY_deepfakedetection,101,1,Train
269Deepfakes,101,1,Train
01__talking_angry_couch_actors,101,0,Train
820youtube,101,0,Train
175youtube,101,0,Train
469Face2Face,101,1,Train
983Deepfakes,101,1,Train
693youtube,101,0,Train
453youtube,101,0,Train
776Deepfakes,101,1,Train
120Face2Face,101,1,Train
12__walking_and_outside_surprised_actors,101,0,Train
737youtube,102,0,Train
23__outside_talking_still_laughing_actors,101,0,Train
820youtube,101,0,Train
935youtube,101,0,Train
290youtube,101,0,Train
173Deepfakes,71,1,Train
746Face2Face,101,1,Train
821FaceSwap,101,1,Train
892youtube,101,0,Train
961youtube,101,0,Train
702youtube,101,0,Train
530youtube,101,0,Train
076youtube,101,0,Train
461Deepfakes,101,1,Train
899youtube,101,0,Train
26_14__walking_outside_cafe_disgusted__ILLP29ZH_deepfakedetection,101,1,Train
02_01__secret_conversation__YVGY8LOK_deepfakedetection,101,1,Train
970Deepfakes,101,1,Train
120Deepfakes,101,1,Train
851Deepfakes,101,1,Train
011youtube,101,0,Train
011Deepfakes,101,1,Train
521youtube,101,0,Train
069Deepfakes,101,1,Train
866youtube,101,0,Train
071youtube,101,0,Train
009FaceShifter,101,1,Train
155Deepfakes,101,1,Train
035youtube,101,0,Train
18__walking_outside_cafe_disgusted_actors,101,0,Train
482Face2Face,101,1,Train
652Deepfakes,101,1,Train
984FaceSwap,101,1,Train
462youtube,101,0,Train
168Deepfakes,101,1,Train
193Face2Face,101,1,Train
739Deepfakes,101,1,Train
20_25__walking_down_indoor_hall_disgust__M86GQTHK_deepfakedetection,101,1,Train
241youtube,101,0,Train
950youtube,90,0,Train
794Deepfakes,101,1,Train
143youtube,101,0,Train
743FaceSwap,101,1,Train
149FaceSwap,101,1,Train
067youtube,101,0,Train
755youtube,102,0,Train
802Face2Face,101,1,Train
486youtube,101,0,Train
539Deepfakes,101,1,Train
689youtube,101,0,Train
407youtube,101,0,Train
210FaceSwap,101,1,Train
987FaceSwap,101,1,Train
577youtube,101,0,Train
896FaceSwap,101,1,Train
08_17__kitchen_still__JZYRLJ8T_deepfakedetection,101,1,Train
056Deepfakes,101,1,Train
308Deepfakes,101,1,Train
823youtube,101,0,Train
28__walking_down_street_outside_angry_actors,56,0,Train
22__exit_phone_room_actors,101,0,Train
323youtube,101,0,Train
955youtube,101,0,Train
315youtube,97,0,Train
435youtube,101,0,Train
699Deepfakes,101,1,Train
519Deepfakes,101,1,Train
179FaceSwap,101,1,Train
342FaceShifter,101,1,Train
360youtube,101,0,Train
03_06__walking_down_indoor_hall_disgust__1IXGY2FK_deepfakedetection,101,1,Train
21_06__walking_outside_cafe_disgusted__058I9NIZ_deepfakedetection,101,1,Train
639youtube,101,0,Train
874Face2Face,101,1,Train
881youtube,101,0,Train
448Face2Face,101,1,Train
769youtube,101,0,Train
865youtube,101,0,Train
989Deepfakes,101,1,Train
736youtube,101,0,Train
019youtube,101,0,Train
694youtube,101,0,Train
110youtube,101,0,Train
227youtube,101,0,Train
398youtube,102,0,Train
997youtube,101,0,Train
221Deepfakes,101,1,Train
686FaceShifter,101,1,Train
099youtube,101,0,Train
762youtube,101,0,Train
467Deepfakes,101,1,Train
03_15__outside_talking_pan_laughing__GZNLO4X9_deepfakedetection,101,1,Train
