,Video_ID,Label,Frame_ID,Dataset,Train
5288,11310,1,Deepfakes_11310_4.jpg,Deepfakes,1.0
3809,16560,1,Deepfakes_16560.jpg,Deepfakes,1.0
2932,11760,0,actors_11760_2.jpg,actors,1.0
1067,14410,0,actors_14410.jpg,actors,1.0
5563,04420,1,Deepfakes_04420_2.jpg,Deepfakes,1.0
1218,13400,0,youtube_13400_5.jpg,youtube,1.0
5604,13910,1,Deepfakes_13910_5.jpg,Deepfakes,1.0
478,08750,0,youtube_08750_4.jpg,youtube,1.0
4883,01400,1,Deepfakes_01400_6.jpg,Deepfakes,1.0
3461,17000,1,Face2Face_17000.jpg,Face2Face,1.0
1402,02750,0,youtube_02750_5.jpg,youtube,1.0
2188,04060,0,youtube_04060.jpg,youtube,1.0
409,07480,0,youtube_07480_6.jpg,youtube,1.0
1422,03920,0,youtube_03920_5.jpg,youtube,1.0
39,07800,0,actors_07800.jpg,actors,1.0
2483,07320,0,actors_07320_4.jpg,actors,1.0
3496,11760,1,FaceShifter_11760.jpg,FaceShifter,1.0
4480,04590,1,FaceSwap_04590.jpg,FaceSwap,1.0
2517,01030,0,youtube_01030.jpg,youtube,1.0
3277,07280,1,Face2Face_07280_2.jpg,Face2Face,1.0
5315,02810,1,FaceShifter_02810.jpg,FaceShifter,1.0
5640,11870,1,deepfakedetection_11870.jpg,deepfakedetection,1.0
888,03060,0,youtube_03060_3.jpg,youtube,1.0
137,02610,0,youtube_02610_10.jpg,youtube,1.0
2028,03220,0,youtube_03220_14.jpg,youtube,1.0
3355,04300,1,Face2Face_04300_2.jpg,Face2Face,1.0
2522,16130,0,actors_16130_4.jpg,actors,1.0
5141,03410,1,Deepfakes_03410.jpg,Deepfakes,1.0
4332,14960,1,Face2Face_14960.jpg,Face2Face,1.0
1518,11860,0,youtube_11860_5.jpg,youtube,1.0
5007,04720,1,Face2Face_04720.jpg,Face2Face,1.0
3087,04670,1,Deepfakes_04670_6.jpg,Deepfakes,1.0
2884,07300,0,actors_07300.jpg,actors,1.0
3358,00260,1,Deepfakes_00260_2.jpg,Deepfakes,1.0
3147,06290,1,Deepfakes_06290_11.jpg,Deepfakes,1.0
4898,06200,1,Face2Face_06200_2.jpg,Face2Face,1.0
5415,02720,1,Deepfakes_02720_7.jpg,Deepfakes,1.0
3245,04350,1,Deepfakes_04350_8.jpg,Deepfakes,1.0
5711,11330,1,Deepfakes_11330_6.jpg,Deepfakes,1.0
4610,00810,1,deepfakedetection_00810.jpg,deepfakedetection,1.0
1695,02730,0,actors_02730_4.jpg,actors,1.0
1502,02530,0,actors_02530.jpg,actors,1.0
208,09800,0,youtube_09800_3.jpg,youtube,1.0
2129,12540,0,youtube_12540.jpg,youtube,1.0
5648,04520,1,Face2Face_04520.jpg,Face2Face,1.0
4990,13710,1,Face2Face_13710.jpg,Face2Face,1.0
1392,01030,0,youtube_01030_8.jpg,youtube,1.0
5340,00190,1,Deepfakes_00190.jpg,Deepfakes,1.0
2179,04580,0,actors_04580_3.jpg,actors,1.0
4510,07950,1,Deepfakes_07950_2.jpg,Deepfakes,1.0
4954,02320,1,Deepfakes_02320_3.jpg,Deepfakes,1.0
3227,00000002300,1,Face2Face_00000002300.jpg,Face2Face,1.0
3742,15760,1,FaceShifter_15760.jpg,FaceShifter,1.0
3182,13140,1,Deepfakes_13140_2.jpg,Deepfakes,1.0
5449,06240,1,Deepfakes_06240_2.jpg,Deepfakes,1.0
1296,00000002650,0,actors_00000002650.jpg,actors,1.0
1577,07110,0,actors_07110.jpg,actors,1.0
1758,13700,0,youtube_13700_6.jpg,youtube,1.0
5888,06920,1,Deepfakes_06920.jpg,Deepfakes,1.0
2237,11210,0,youtube_11210_3.jpg,youtube,1.0
4273,13940,1,Face2Face_13940.jpg,Face2Face,1.0
3158,04230,1,Face2Face_04230.jpg,Face2Face,1.0
633,14710,0,actors_14710.jpg,actors,1.0
2398,00000,0,youtube_00000_5.jpg,youtube,1.0
502,01820,0,youtube_01820.jpg,youtube,1.0
2993,06740,0,actors_06740.jpg,actors,1.0
4566,01990,1,Deepfakes_01990_7.jpg,Deepfakes,1.0
4920,01160,1,Face2Face_01160_4.jpg,Face2Face,1.0
451,00000005500,0,actors_00000005500_2.jpg,actors,1.0
437,01990,0,youtube_01990_5.jpg,youtube,1.0
5311,12270,1,Deepfakes_12270_2.jpg,Deepfakes,1.0
773,00000007350,0,actors_00000007350.jpg,actors,1.0
3758,09480,1,Deepfakes_09480_2.jpg,Deepfakes,1.0
5422,00940,1,Deepfakes_00940_8.jpg,Deepfakes,1.0
486,08450,0,youtube_08450_2.jpg,youtube,1.0
5241,08340,1,Deepfakes_08340_3.jpg,Deepfakes,1.0
4026,01840,1,Deepfakes_01840_2.jpg,Deepfakes,1.0
2404,06740,0,youtube_06740_3.jpg,youtube,1.0
178,07690,0,youtube_07690.jpg,youtube,1.0
4389,14320,1,Deepfakes_14320_2.jpg,Deepfakes,1.0
4542,07820,1,FaceShifter_07820.jpg,FaceShifter,1.0
2150,06510,0,youtube_06510.jpg,youtube,1.0
1111,11410,0,actors_11410_3.jpg,actors,1.0
4792,13120,1,Deepfakes_13120_2.jpg,Deepfakes,1.0
16,00520,0,youtube_00520.jpg,youtube,1.0
5741,01650,1,Face2Face_01650.jpg,Face2Face,1.0
4201,05370,1,FaceShifter_05370.jpg,FaceShifter,1.0
5129,00590,1,Deepfakes_00590_4.jpg,Deepfakes,1.0
4016,04870,1,Face2Face_04870_2.jpg,Face2Face,1.0
269,00880,0,youtube_00880_3.jpg,youtube,1.0
5990,05400,1,Deepfakes_05400_7.jpg,Deepfakes,1.0
5022,02380,1,Deepfakes_02380_5.jpg,Deepfakes,1.0
5268,05590,1,Deepfakes_05590_7.jpg,Deepfakes,1.0
3624,06000,1,Deepfakes_06000_5.jpg,Deepfakes,1.0
2210,06900,0,youtube_06900_4.jpg,youtube,1.0
2951,04950,0,youtube_04950_5.jpg,youtube,1.0
1753,12900,0,youtube_12900_2.jpg,youtube,1.0
3353,04930,1,Deepfakes_04930_7.jpg,Deepfakes,1.0
1206,13810,0,youtube_13810.jpg,youtube,1.0
497,04980,0,youtube_04980_3.jpg,youtube,1.0
2949,14280,0,actors_14280_3.jpg,actors,1.0
3422,11740,1,Deepfakes_11740.jpg,Deepfakes,1.0
1110,09840,0,youtube_09840_4.jpg,youtube,1.0
5940,04630,1,Deepfakes_04630_4.jpg,Deepfakes,1.0
2434,05390,0,youtube_05390_5.jpg,youtube,1.0
4616,00900,1,Face2Face_00900_3.jpg,Face2Face,1.0
5391,03890,1,Face2Face_03890_3.jpg,Face2Face,1.0
1429,10150,0,youtube_10150_3.jpg,youtube,1.0
4611,03760,1,Deepfakes_03760_4.jpg,Deepfakes,1.0
5242,05600,1,FaceSwap_05600.jpg,FaceSwap,1.0
1040,07770,0,youtube_07770_3.jpg,youtube,1.0
2388,05130,0,youtube_05130_5.jpg,youtube,1.0
1837,04830,0,youtube_04830_2.jpg,youtube,1.0
5166,04050,1,Face2Face_04050_3.jpg,Face2Face,1.0
3958,03990,1,Deepfakes_03990_6.jpg,Deepfakes,1.0
3641,04690,1,Face2Face_04690_2.jpg,Face2Face,1.0
3623,10760,1,Deepfakes_10760_4.jpg,Deepfakes,1.0
4027,14530,1,deepfakedetection_14530.jpg,deepfakedetection,1.0
5352,01480,1,Deepfakes_01480_4.jpg,Deepfakes,1.0
2114,10080,0,actors_10080_3.jpg,actors,1.0
1310,08740,0,youtube_08740_2.jpg,youtube,1.0
200,03120,0,youtube_03120_8.jpg,youtube,1.0
4921,04330,1,Face2Face_04330_3.jpg,Face2Face,1.0
5012,01230,1,Face2Face_01230_3.jpg,Face2Face,1.0
2889,11020,0,youtube_11020_2.jpg,youtube,1.0
857,10690,0,youtube_10690_4.jpg,youtube,1.0
2422,12600,0,actors_12600_2.jpg,actors,1.0
665,07660,0,youtube_07660.jpg,youtube,1.0
3508,02250,1,Face2Face_02250_3.jpg,Face2Face,1.0
3735,01400,1,Deepfakes_01400_4.jpg,Deepfakes,1.0
595,04600,0,youtube_04600_4.jpg,youtube,1.0
212,01040,0,actors_01040.jpg,actors,1.0
388,11900,0,youtube_11900.jpg,youtube,1.0
7,02650,0,youtube_02650_6.jpg,youtube,1.0
1435,07640,0,youtube_07640.jpg,youtube,1.0
2648,08040,0,youtube_08040.jpg,youtube,1.0
4868,11070,1,Deepfakes_11070_5.jpg,Deepfakes,1.0
2913,12100,0,actors_12100_2.jpg,actors,1.0
3799,02870,1,Deepfakes_02870_8.jpg,Deepfakes,1.0
1051,12760,0,actors_12760.jpg,actors,1.0
819,05930,0,actors_05930_3.jpg,actors,1.0
3782,03300,1,Deepfakes_03300_4.jpg,Deepfakes,1.0
2542,15480,0,youtube_15480.jpg,youtube,1.0
711,01240,0,youtube_01240.jpg,youtube,1.0
1730,02370,0,actors_02370_3.jpg,actors,1.0
3487,02080,1,Deepfakes_02080_4.jpg,Deepfakes,1.0
4598,12720,1,Deepfakes_12720_3.jpg,Deepfakes,1.0
5814,04760,1,Deepfakes_04760_12.jpg,Deepfakes,1.0
1917,03820,0,youtube_03820_4.jpg,youtube,1.0
524,03310,0,actors_03310.jpg,actors,1.0
3309,00620,1,Face2Face_00620_4.jpg,Face2Face,1.0
4347,16450,1,Deepfakes_16450.jpg,Deepfakes,1.0
5104,00370,1,Deepfakes_00370_2.jpg,Deepfakes,1.0
4853,06200,1,Deepfakes_06200_5.jpg,Deepfakes,1.0
1640,10920,0,actors_10920.jpg,actors,1.0
605,09600,0,youtube_09600_3.jpg,youtube,1.0
1560,04700,0,youtube_04700_2.jpg,youtube,1.0
2636,02120,0,youtube_02120_6.jpg,youtube,1.0
2148,12880,0,actors_12880.jpg,actors,1.0
4400,16970,1,FaceShifter_16970.jpg,FaceShifter,1.0
1347,14180,0,actors_14180.jpg,actors,1.0
4908,02570,1,Deepfakes_02570_3.jpg,Deepfakes,1.0
720,13300,0,youtube_13300_7.jpg,youtube,1.0
1161,01180,0,youtube_01180_3.jpg,youtube,1.0
372,17500,0,youtube_17500.jpg,youtube,1.0
5133,12080,1,Deepfakes_12080_5.jpg,Deepfakes,1.0
2014,08700,0,youtube_08700_4.jpg,youtube,1.0
2644,06600,0,youtube_06600_4.jpg,youtube,1.0
5944,03120,1,Deepfakes_03120_8.jpg,Deepfakes,1.0
5295,12450,1,Deepfakes_12450_4.jpg,Deepfakes,1.0
5076,11580,1,deepfakedetection_11580.jpg,deepfakedetection,1.0
2546,15770,0,actors_15770_3.jpg,actors,1.0
2065,05430,0,youtube_05430_2.jpg,youtube,1.0
1740,06590,0,actors_06590_4.jpg,actors,1.0
3281,01420,1,FaceSwap_01420.jpg,FaceSwap,1.0
610,03700,0,actors_03700_2.jpg,actors,1.0
2256,12870,0,actors_12870_3.jpg,actors,1.0
3397,06710,1,Deepfakes_06710_6.jpg,Deepfakes,1.0
5328,11410,1,Deepfakes_11410_3.jpg,Deepfakes,1.0
1082,02110,0,youtube_02110_3.jpg,youtube,1.0
2273,09910,0,actors_09910.jpg,actors,1.0
5878,05880,1,Deepfakes_05880_10.jpg,Deepfakes,1.0
1478,09560,0,youtube_09560_3.jpg,youtube,1.0
4854,05960,1,Deepfakes_05960.jpg,Deepfakes,1.0
5964,11500,1,FaceShifter_11500.jpg,FaceShifter,1.0
4404,00300,1,Face2Face_00300_3.jpg,Face2Face,1.0
1018,17590,0,youtube_17590.jpg,youtube,1.0
955,08150,0,youtube_08150.jpg,youtube,1.0
944,01850,0,youtube_01850_10.jpg,youtube,1.0
734,16600,0,youtube_16600.jpg,youtube,1.0
4689,01920,1,Deepfakes_01920_6.jpg,Deepfakes,1.0
1906,07840,0,youtube_07840_3.jpg,youtube,1.0
1806,07340,0,youtube_07340_3.jpg,youtube,1.0
5804,00610,1,Deepfakes_00610_6.jpg,Deepfakes,1.0
4969,02850,1,Face2Face_02850.jpg,Face2Face,1.0
5250,12310,1,deepfakedetection_12310.jpg,deepfakedetection,1.0
5893,04900,1,deepfakedetection_04900.jpg,deepfakedetection,1.0
5529,05620,1,FaceShifter_05620.jpg,FaceShifter,1.0
1026,11540,0,actors_11540_2.jpg,actors,1.0
131,13390,0,youtube_13390_6.jpg,youtube,1.0
1027,02440,0,youtube_02440.jpg,youtube,1.0
4840,00540,1,Deepfakes_00540.jpg,Deepfakes,1.0
3724,03100,1,Face2Face_03100_3.jpg,Face2Face,1.0
5240,01660,1,Face2Face_01660_2.jpg,Face2Face,1.0
5602,08400,1,Deepfakes_08400.jpg,Deepfakes,1.0
3413,03230,1,Deepfakes_03230.jpg,Deepfakes,1.0
2181,01260,0,actors_01260_3.jpg,actors,1.0
3648,00080,1,Deepfakes_00080_12.jpg,Deepfakes,1.0
316,03650,0,youtube_03650_5.jpg,youtube,1.0
1673,11750,0,youtube_11750_4.jpg,youtube,1.0
898,00000000200,0,actors_00000000200_2.jpg,actors,1.0
41,12030,0,youtube_12030_4.jpg,youtube,1.0
3597,05080,1,Deepfakes_05080_7.jpg,Deepfakes,1.0
3261,00210,1,Face2Face_00210_6.jpg,Face2Face,1.0
3457,00010,1,Face2Face_00010_2.jpg,Face2Face,1.0
2596,10410,0,youtube_10410_2.jpg,youtube,1.0
3924,00890,1,Face2Face_00890_4.jpg,Face2Face,1.0
80,03550,0,youtube_03550_7.jpg,youtube,1.0
5343,01810,1,Deepfakes_01810_7.jpg,Deepfakes,1.0
559,14870,0,actors_14870_3.jpg,actors,1.0
4796,05560,1,deepfakedetection_05560.jpg,deepfakedetection,1.0
5417,16310,1,Face2Face_16310.jpg,Face2Face,1.0
169,03830,0,youtube_03830_8.jpg,youtube,1.0
365,11450,0,actors_11450.jpg,actors,1.0
2565,03640,0,youtube_03640_4.jpg,youtube,1.0
233,06220,0,youtube_06220_9.jpg,youtube,1.0
3432,05180,1,Deepfakes_05180_8.jpg,Deepfakes,1.0
3796,10280,1,FaceShifter_10280.jpg,FaceShifter,1.0
1361,04330,0,youtube_04330_8.jpg,youtube,1.0
3829,00120,1,Face2Face_00120_3.jpg,Face2Face,1.0
3600,00000003550,1,Face2Face_00000003550.jpg,Face2Face,1.0
5006,09200,1,Deepfakes_09200_3.jpg,Deepfakes,1.0
576,00660,0,youtube_00660_4.jpg,youtube,1.0
472,02140,0,actors_02140_3.jpg,actors,1.0
77,03610,0,youtube_03610_6.jpg,youtube,1.0
2847,08080,0,youtube_08080_6.jpg,youtube,1.0
5954,00540,1,Deepfakes_00540_6.jpg,Deepfakes,1.0
708,05070,0,youtube_05070.jpg,youtube,1.0
2371,02800,0,youtube_02800_9.jpg,youtube,1.0
3563,04120,1,Deepfakes_04120_7.jpg,Deepfakes,1.0
287,00900,0,actors_00900.jpg,actors,1.0
2232,09100,0,youtube_09100.jpg,youtube,1.0
4676,05610,1,Deepfakes_05610_2.jpg,Deepfakes,1.0
5116,06870,1,Deepfakes_06870_7.jpg,Deepfakes,1.0
608,06870,0,youtube_06870_6.jpg,youtube,1.0
776,04640,0,youtube_04640_10.jpg,youtube,1.0
5338,10760,1,deepfakedetection_10760.jpg,deepfakedetection,1.0
3118,02600,1,Face2Face_02600_3.jpg,Face2Face,1.0
3216,00800,1,Face2Face_00800_4.jpg,Face2Face,1.0
1185,13290,0,youtube_13290_9.jpg,youtube,1.0
5496,00830,1,Deepfakes_00830_10.jpg,Deepfakes,1.0
5708,12200,1,Deepfakes_12200_2.jpg,Deepfakes,1.0
3523,11490,1,Deepfakes_11490_4.jpg,Deepfakes,1.0
4173,02920,1,Deepfakes_02920_4.jpg,Deepfakes,1.0
3745,03360,1,FaceShifter_03360.jpg,FaceShifter,1.0
4158,05640,1,Face2Face_05640_2.jpg,Face2Face,1.0
5695,17460,1,FaceShifter_17460.jpg,FaceShifter,1.0
5486,03260,1,Deepfakes_03260_7.jpg,Deepfakes,1.0
4443,03120,1,Deepfakes_03120_3.jpg,Deepfakes,1.0
1150,05420,0,youtube_05420.jpg,youtube,1.0
3618,06160,1,Face2Face_06160_2.jpg,Face2Face,1.0
3912,15130,1,FaceShifter_15130.jpg,FaceShifter,1.0
2469,07960,0,actors_07960.jpg,actors,1.0
2068,05160,0,actors_05160_3.jpg,actors,1.0
5368,12490,1,FaceShifter_12490.jpg,FaceShifter,1.0
5638,00250,1,Deepfakes_00250_8.jpg,Deepfakes,1.0
3533,01730,1,Face2Face_01730_4.jpg,Face2Face,1.0
561,04690,0,youtube_04690.jpg,youtube,1.0
4866,13950,1,Deepfakes_13950_4.jpg,Deepfakes,1.0
4212,06310,1,Face2Face_06310.jpg,Face2Face,1.0
1530,11650,0,actors_11650.jpg,actors,1.0
2,05290,0,youtube_05290_6.jpg,youtube,1.0
5660,03440,1,deepfakedetection_03440.jpg,deepfakedetection,1.0
4351,10000,1,Face2Face_10000.jpg,Face2Face,1.0
4336,07530,1,Deepfakes_07530_4.jpg,Deepfakes,1.0
2639,12230,0,actors_12230.jpg,actors,1.0
945,04700,0,actors_04700.jpg,actors,1.0
2619,07260,0,actors_07260_2.jpg,actors,1.0
5271,03390,1,Face2Face_03390_2.jpg,Face2Face,1.0
3531,14200,1,FaceShifter_14200.jpg,FaceShifter,1.0
2918,05980,0,youtube_05980_6.jpg,youtube,1.0
3581,00290,1,Deepfakes_00290_6.jpg,Deepfakes,1.0
774,06170,0,actors_06170_3.jpg,actors,1.0
3070,00640,1,FaceShifter_00640.jpg,FaceShifter,1.0
2668,12330,0,actors_12330_4.jpg,actors,1.0
1083,13440,0,youtube_13440_5.jpg,youtube,1.0
3547,11760,1,Deepfakes_11760_2.jpg,Deepfakes,1.0
1582,17760,0,youtube_17760.jpg,youtube,1.0
3294,09270,1,Deepfakes_09270_3.jpg,Deepfakes,1.0
765,07490,0,youtube_07490_4.jpg,youtube,1.0
3295,03370,1,Deepfakes_03370.jpg,Deepfakes,1.0
3791,09420,1,FaceShifter_09420.jpg,FaceShifter,1.0
4478,08220,1,FaceShifter_08220.jpg,FaceShifter,1.0
4437,03760,1,Deepfakes_03760.jpg,Deepfakes,1.0
1244,05570,0,youtube_05570.jpg,youtube,1.0
785,05120,0,youtube_05120_3.jpg,youtube,1.0
2846,01340,0,youtube_01340_3.jpg,youtube,1.0
5238,04500,1,FaceShifter_04500.jpg,FaceShifter,1.0
958,05310,0,youtube_05310_2.jpg,youtube,1.0
1961,04460,0,youtube_04460_3.jpg,youtube,1.0
5609,06400,1,FaceSwap_06400.jpg,FaceSwap,1.0
2654,11110,0,actors_11110_3.jpg,actors,1.0
4425,02050,1,Deepfakes_02050_3.jpg,Deepfakes,1.0
5262,04650,1,FaceShifter_04650.jpg,FaceShifter,1.0
1032,10600,0,actors_10600_3.jpg,actors,1.0
4270,05910,1,Face2Face_05910_2.jpg,Face2Face,1.0
5267,05160,1,FaceShifter_05160.jpg,FaceShifter,1.0
812,03240,0,youtube_03240_4.jpg,youtube,1.0
4029,04880,1,Deepfakes_04880.jpg,Deepfakes,1.0
314,06230,0,youtube_06230_2.jpg,youtube,1.0
4108,05480,1,Deepfakes_05480_3.jpg,Deepfakes,1.0
4507,02140,1,FaceSwap_02140.jpg,FaceSwap,1.0
3529,01710,1,Deepfakes_01710_2.jpg,Deepfakes,1.0
4745,08630,1,Face2Face_08630.jpg,Face2Face,1.0
417,12090,0,actors_12090.jpg,actors,1.0
2950,08970,0,actors_08970_3.jpg,actors,1.0
127,07790,0,actors_07790_2.jpg,actors,1.0
2536,08120,0,actors_08120_2.jpg,actors,1.0
1045,13450,0,actors_13450_2.jpg,actors,1.0
2061,00710,0,youtube_00710_7.jpg,youtube,1.0
2781,05580,0,youtube_05580_8.jpg,youtube,1.0
5617,03060,1,Deepfakes_03060_9.jpg,Deepfakes,1.0
4574,15250,1,Face2Face_15250.jpg,Face2Face,1.0
3907,15310,1,Face2Face_15310.jpg,Face2Face,1.0
5686,02110,1,Face2Face_02110_3.jpg,Face2Face,1.0
1504,02600,0,youtube_02600_11.jpg,youtube,1.0
2059,06920,0,actors_06920_3.jpg,actors,1.0
5865,04670,1,Deepfakes_04670_8.jpg,Deepfakes,1.0
5581,11950,1,Deepfakes_11950_4.jpg,Deepfakes,1.0
984,01620,0,youtube_01620_11.jpg,youtube,1.0
4123,05380,1,Face2Face_05380_6.jpg,Face2Face,1.0
636,10990,0,youtube_10990_5.jpg,youtube,1.0
1982,04690,0,actors_04690_3.jpg,actors,1.0
2587,08010,0,youtube_08010_5.jpg,youtube,1.0
5570,04110,1,Deepfakes_04110_5.jpg,Deepfakes,1.0
1140,10420,0,youtube_10420_2.jpg,youtube,1.0
2838,01310,0,youtube_01310_9.jpg,youtube,1.0
4454,04530,1,Deepfakes_04530_8.jpg,Deepfakes,1.0
5541,10090,1,deepfakedetection_10090.jpg,deepfakedetection,1.0
1191,03850,0,youtube_03850_3.jpg,youtube,1.0
4765,03640,1,Deepfakes_03640_3.jpg,Deepfakes,1.0
5152,10760,1,Deepfakes_10760.jpg,Deepfakes,1.0
3225,00930,1,Face2Face_00930_8.jpg,Face2Face,1.0
3942,07250,1,Deepfakes_07250_9.jpg,Deepfakes,1.0
3542,07630,1,FaceShifter_07630.jpg,FaceShifter,1.0
1326,12600,0,youtube_12600_4.jpg,youtube,1.0
3635,05200,1,Face2Face_05200_4.jpg,Face2Face,1.0
3896,05040,1,Face2Face_05040_3.jpg,Face2Face,1.0
2382,03590,0,youtube_03590_6.jpg,youtube,1.0
21,03220,0,youtube_03220_7.jpg,youtube,1.0
2528,07300,0,youtube_07300_9.jpg,youtube,1.0
5202,01830,1,Deepfakes_01830_5.jpg,Deepfakes,1.0
5828,00780,1,Face2Face_00780_2.jpg,Face2Face,1.0
1372,07590,0,youtube_07590_4.jpg,youtube,1.0
1274,02260,0,youtube_02260_5.jpg,youtube,1.0
2178,11920,0,youtube_11920_3.jpg,youtube,1.0
4520,09910,1,deepfakedetection_09910.jpg,deepfakedetection,1.0
862,05230,0,youtube_05230_2.jpg,youtube,1.0
4691,06060,1,FaceShifter_06060.jpg,FaceShifter,1.0
303,05400,0,actors_05400.jpg,actors,1.0
115,00000005650,0,actors_00000005650.jpg,actors,1.0
51,03050,0,youtube_03050_6.jpg,youtube,1.0
2342,00720,0,actors_00720_2.jpg,actors,1.0
1737,01600,0,actors_01600.jpg,actors,1.0
4527,00100,1,FaceShifter_00100.jpg,FaceShifter,1.0
675,04590,0,youtube_04590.jpg,youtube,1.0
650,02630,0,actors_02630.jpg,actors,1.0
1396,01420,0,youtube_01420_3.jpg,youtube,1.0
434,07340,0,actors_07340_2.jpg,actors,1.0
1187,03670,0,actors_03670.jpg,actors,1.0
3673,14820,1,FaceShifter_14820.jpg,FaceShifter,1.0
3237,03850,1,Deepfakes_03850_6.jpg,Deepfakes,1.0
5321,08500,1,deepfakedetection_08500.jpg,deepfakedetection,1.0
1165,07230,0,actors_07230.jpg,actors,1.0
5143,06330,1,Face2Face_06330.jpg,Face2Face,1.0
158,04310,0,actors_04310_3.jpg,actors,1.0
3631,00990,1,Face2Face_00990_5.jpg,Face2Face,1.0
4733,13240,1,Deepfakes_13240.jpg,Deepfakes,1.0
3382,08660,1,Face2Face_08660.jpg,Face2Face,1.0
2908,06170,0,youtube_06170_5.jpg,youtube,1.0
5977,05830,1,Face2Face_05830_5.jpg,Face2Face,1.0
3288,03720,1,Deepfakes_03720_5.jpg,Deepfakes,1.0
5365,03140,1,Face2Face_03140_2.jpg,Face2Face,1.0
4418,09280,1,Deepfakes_09280.jpg,Deepfakes,1.0
3906,03340,1,deepfakedetection_03340.jpg,deepfakedetection,1.0
1154,09070,0,youtube_09070.jpg,youtube,1.0
1256,01200,0,youtube_01200_10.jpg,youtube,1.0
5130,12820,1,Deepfakes_12820_6.jpg,Deepfakes,1.0
4938,11100,1,Deepfakes_11100_3.jpg,Deepfakes,1.0
1293,06120,0,youtube_06120_7.jpg,youtube,1.0
3520,07560,1,Deepfakes_07560_2.jpg,Deepfakes,1.0
3602,07260,1,Deepfakes_07260_3.jpg,Deepfakes,1.0
1121,04490,0,youtube_04490_7.jpg,youtube,1.0
2858,11220,0,youtube_11220_3.jpg,youtube,1.0
2203,03130,0,youtube_03130_3.jpg,youtube,1.0
482,14630,0,youtube_14630.jpg,youtube,1.0
661,01700,0,youtube_01700_9.jpg,youtube,1.0
705,01820,0,actors_01820_2.jpg,actors,1.0
3694,12270,1,Deepfakes_12270_4.jpg,Deepfakes,1.0
5376,03770,1,Deepfakes_03770_3.jpg,Deepfakes,1.0
441,13920,0,actors_13920_4.jpg,actors,1.0
2770,12200,0,actors_12200.jpg,actors,1.0
1650,02710,0,actors_02710.jpg,actors,1.0
1687,05230,0,youtube_05230_3.jpg,youtube,1.0
5545,12070,1,FaceShifter_12070.jpg,FaceShifter,1.0
2087,13820,0,actors_13820_3.jpg,actors,1.0
1101,08250,0,actors_08250.jpg,actors,1.0
5187,02260,1,Deepfakes_02260_6.jpg,Deepfakes,1.0
2537,07600,0,actors_07600_3.jpg,actors,1.0
2307,13250,0,youtube_13250_3.jpg,youtube,1.0
871,10500,0,actors_10500_2.jpg,actors,1.0
716,03380,0,youtube_03380.jpg,youtube,1.0
456,04330,0,youtube_04330_3.jpg,youtube,1.0
5626,07190,1,Deepfakes_07190_7.jpg,Deepfakes,1.0
270,04070,0,youtube_04070_2.jpg,youtube,1.0
2018,00500,0,youtube_00500.jpg,youtube,1.0
4369,00660,1,Deepfakes_00660_3.jpg,Deepfakes,1.0
2545,06260,0,youtube_06260_4.jpg,youtube,1.0
2274,13690,0,actors_13690_3.jpg,actors,1.0
2773,10090,0,youtube_10090_3.jpg,youtube,1.0
4742,09420,1,Deepfakes_09420.jpg,Deepfakes,1.0
786,16310,0,youtube_16310.jpg,youtube,1.0
740,15170,0,actors_15170_2.jpg,actors,1.0
3430,00730,1,deepfakedetection_00730.jpg,deepfakedetection,1.0
5917,05560,1,Deepfakes_05560_2.jpg,Deepfakes,1.0
777,01860,0,youtube_01860.jpg,youtube,1.0
4748,11880,1,Deepfakes_11880_3.jpg,Deepfakes,1.0
2678,13680,0,youtube_13680_6.jpg,youtube,1.0
2677,05570,0,youtube_05570_4.jpg,youtube,1.0
3556,09960,1,Deepfakes_09960_3.jpg,Deepfakes,1.0
313,02570,0,youtube_02570_6.jpg,youtube,1.0
5800,11200,1,Deepfakes_11200_2.jpg,Deepfakes,1.0
3877,01590,1,Deepfakes_01590_6.jpg,Deepfakes,1.0
66,05970,0,youtube_05970_4.jpg,youtube,1.0
462,08400,0,actors_08400_3.jpg,actors,1.0
1348,00090,0,actors_00090_4.jpg,actors,1.0
470,07070,0,actors_07070_2.jpg,actors,1.0
2410,07930,0,actors_07930_4.jpg,actors,1.0
1840,11400,0,youtube_11400_4.jpg,youtube,1.0
4137,06170,1,Deepfakes_06170_10.jpg,Deepfakes,1.0
1855,02330,0,youtube_02330_4.jpg,youtube,1.0
2464,12870,0,youtube_12870_4.jpg,youtube,1.0
4089,00060,1,Deepfakes_00060_9.jpg,Deepfakes,1.0
1144,02000,0,actors_02000_2.jpg,actors,1.0
5081,02340,1,Deepfakes_02340_7.jpg,Deepfakes,1.0
2054,12050,0,youtube_12050.jpg,youtube,1.0
5879,06280,1,Deepfakes_06280_7.jpg,Deepfakes,1.0
1259,13020,0,youtube_13020_2.jpg,youtube,1.0
246,14140,0,youtube_14140_4.jpg,youtube,1.0
5992,01240,1,Deepfakes_01240_3.jpg,Deepfakes,1.0
936,05910,0,youtube_05910_9.jpg,youtube,1.0
3899,03960,1,Deepfakes_03960_8.jpg,Deepfakes,1.0
1397,02610,0,actors_02610_5.jpg,actors,1.0
5466,05120,1,Deepfakes_05120_5.jpg,Deepfakes,1.0
2752,08580,0,youtube_08580_3.jpg,youtube,1.0
101,14930,0,actors_14930_3.jpg,actors,1.0
